sequence_id,institute_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR2510353,San Raffaele Scientific Institute,SSM_0121-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510353/ERR2510353_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510353/ERR2510353_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,Italy
ERR2510322,San Raffaele Scientific Institute,ATH_0061-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510322/ERR2510322_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510322/ERR2510322_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510357,San Raffaele Scientific Institute,RLH_0245-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510357/ERR2510357_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510357/ERR2510357_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510361,San Raffaele Scientific Institute,MHL_0159-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510361/ERR2510361_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510361/ERR2510361_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,Italy
ERR2510370,San Raffaele Scientific Institute,JHL_0032-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510370/ERR2510370_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510370/ERR2510370_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510346,San Raffaele Scientific Institute,SSM_0201-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510346/ERR2510346_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510346/ERR2510346_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510348,San Raffaele Scientific Institute,SSM_0203-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510348/ERR2510348_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510348/ERR2510348_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510377,San Raffaele Scientific Institute,MHL_0124-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510377/ERR2510377_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510377/ERR2510377_2.fastq.gz",S,NA,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510358,San Raffaele Scientific Institute,MHL_0153-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510358/ERR2510358_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510358/ERR2510358_2.fastq.gz",S,S,S,S,S,NA,R,S,S,S,S,R,R,Italy
ERR2510382,San Raffaele Scientific Institute,SSM_0125-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510382/ERR2510382_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510382/ERR2510382_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510378,San Raffaele Scientific Institute,JHL_0035-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510378/ERR2510378_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510378/ERR2510378_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,Italy
ERR2510325,San Raffaele Scientific Institute,SSM_0177-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510325/ERR2510325_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510325/ERR2510325_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510335,San Raffaele Scientific Institute,GDH_18569,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510335/ERR2510335_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510335/ERR2510335_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510381,San Raffaele Scientific Institute,ATH_0064-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510381/ERR2510381_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510381/ERR2510381_2.fastq.gz",S,S,S,S,NA,S,R,S,R,S,R,R,R,Italy
ERR2510350,San Raffaele Scientific Institute,PIMS_0022-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510350/ERR2510350_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510350/ERR2510350_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510349,San Raffaele Scientific Institute,SSM_0205-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510349/ERR2510349_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510349/ERR2510349_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510311,San Raffaele Scientific Institute,MHL_0013-12,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510311/ERR2510311_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510311/ERR2510311_2.fastq.gz",R,S,R,S,R,S,R,S,R,R,S,R,R,Italy
ERR2510364,San Raffaele Scientific Institute,MHL_0162-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510364/ERR2510364_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510364/ERR2510364_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,R,R,Italy
ERR2510386,San Raffaele Scientific Institute,RLH_0261-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510386/ERR2510386_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510386/ERR2510386_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510368,San Raffaele Scientific Institute,SGD_0018-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510368/ERR2510368_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510368/ERR2510368_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510369,San Raffaele Scientific Institute,JHL_0030-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510369/ERR2510369_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510369/ERR2510369_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Italy
ERR2510352,San Raffaele Scientific Institute,RLH_0253-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510352/ERR2510352_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510352/ERR2510352_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,Italy
ERR2510334,San Raffaele Scientific Institute,GDH-52290,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510334/ERR2510334_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510334/ERR2510334_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510371,San Raffaele Scientific Institute,GDH_16001,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510371/ERR2510371_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510371/ERR2510371_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510332,San Raffaele Scientific Institute,GDH_61403,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510332/ERR2510332_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510332/ERR2510332_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510383,San Raffaele Scientific Institute,SZH_0003-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510383/ERR2510383_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510383/ERR2510383_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,S,R,R,Italy
ERR2510363,San Raffaele Scientific Institute,MHL_0164-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510363/ERR2510363_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510363/ERR2510363_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510387,San Raffaele Scientific Institute,SSM_0131-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510387/ERR2510387_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510387/ERR2510387_2.fastq.gz",S,NA,S,NA,R,S,R,S,R,S,R,R,R,Italy
ERR2510379,San Raffaele Scientific Institute,SSM_0255-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510379/ERR2510379_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510379/ERR2510379_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510394,San Raffaele Scientific Institute,JHL_0054-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510394/ERR2510394_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510394/ERR2510394_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510406,San Raffaele Scientific Institute,PIMS_0028-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510406/ERR2510406_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510406/ERR2510406_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Italy
ERR2510380,San Raffaele Scientific Institute,RLH_0260-15R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510380/ERR2510380_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510380/ERR2510380_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510393,San Raffaele Scientific Institute,JHL_0051-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510393/ERR2510393_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510393/ERR2510393_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510331,San Raffaele Scientific Institute,SSM_0184-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510331/ERR2510331_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510331/ERR2510331_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510404,San Raffaele Scientific Institute,PIMS_0025-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510404/ERR2510404_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510404/ERR2510404_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510402,San Raffaele Scientific Institute,SSM_0130-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510402/ERR2510402_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510402/ERR2510402_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,R,R,Italy
ERR2510391,San Raffaele Scientific Institute,JHL_0039-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510391/ERR2510391_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510391/ERR2510391_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Italy
ERR2510420,San Raffaele Scientific Institute,MHL_0188-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510420/ERR2510420_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510420/ERR2510420_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,R,R,R,Italy
ERR2510356,San Raffaele Scientific Institute,MHL_0166-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510356/ERR2510356_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510356/ERR2510356_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,NA,R,Italy
ERR2510374,San Raffaele Scientific Institute,GDH_17463,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510374/ERR2510374_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510374/ERR2510374_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,R,S,S,Italy
ERR2510407,San Raffaele Scientific Institute,JHL_0046-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510407/ERR2510407_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510407/ERR2510407_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510398,San Raffaele Scientific Institute,SSM_0128-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510398/ERR2510398_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510398/ERR2510398_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510397,San Raffaele Scientific Institute,SSM_0124-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510397/ERR2510397_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510397/ERR2510397_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510417,San Raffaele Scientific Institute,ATH_0073-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510417/ERR2510417_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510417/ERR2510417_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,R,R,Italy
ERR2510359,San Raffaele Scientific Institute,SSM_0220-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510359/ERR2510359_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510359/ERR2510359_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510392,San Raffaele Scientific Institute,SSM_0129-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510392/ERR2510392_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510392/ERR2510392_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,Italy
ERR2510317,San Raffaele Scientific Institute,SGD_0010-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510317/ERR2510317_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510317/ERR2510317_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510427,San Raffaele Scientific Institute,SSM_0134-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510427/ERR2510427_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510427/ERR2510427_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510425,San Raffaele Scientific Institute,MHL_0184-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510425/ERR2510425_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510425/ERR2510425_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510421,San Raffaele Scientific Institute,MHL_0167-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510421/ERR2510421_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510421/ERR2510421_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510418,San Raffaele Scientific Institute,JHL_0042-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510418/ERR2510418_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510418/ERR2510418_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,R,R,Italy
ERR2510314,San Raffaele Scientific Institute,SSM_0154-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510314/ERR2510314_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510314/ERR2510314_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,S,S,S,Italy
ERR2510355,San Raffaele Scientific Institute,MHL_0165-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510355/ERR2510355_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510355/ERR2510355_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,S,Italy
ERR2510419,San Raffaele Scientific Institute,BVH_0008-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510419/ERR2510419_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510419/ERR2510419_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,Italy
ERR2510388,San Raffaele Scientific Institute,ATH_0069-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510388/ERR2510388_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510388/ERR2510388_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510414,San Raffaele Scientific Institute,SSM_0133-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510414/ERR2510414_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510414/ERR2510414_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510375,San Raffaele Scientific Institute,SSM_0247-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510375/ERR2510375_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510375/ERR2510375_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510408,San Raffaele Scientific Institute,ATH_0070-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510408/ERR2510408_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510408/ERR2510408_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510409,San Raffaele Scientific Institute,SZH_0010-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510409/ERR2510409_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510409/ERR2510409_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510415,San Raffaele Scientific Institute,RLH_0269-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510415/ERR2510415_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510415/ERR2510415_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510437,San Raffaele Scientific Institute,JHL_0058-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510437/ERR2510437_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510437/ERR2510437_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Italy
ERR2510390,San Raffaele Scientific Institute,JHL_0041-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510390/ERR2510390_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510390/ERR2510390_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510362,San Raffaele Scientific Institute,MHL_0225-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510362/ERR2510362_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510362/ERR2510362_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510345,San Raffaele Scientific Institute,SSM_0198-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510345/ERR2510345_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510345/ERR2510345_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510442,San Raffaele Scientific Institute,SGD_0047-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510442/ERR2510442_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510442/ERR2510442_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510360,San Raffaele Scientific Institute,06TB_0002,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510360/ERR2510360_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510360/ERR2510360_2.fastq.gz",R,S,S,S,R,R,R,R,R,R,R,R,R,Italy
ERR2510367,San Raffaele Scientific Institute,SSM_0236-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510367/ERR2510367_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510367/ERR2510367_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510400,San Raffaele Scientific Institute,JHL_0048-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510400/ERR2510400_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510400/ERR2510400_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,S,Italy
ERR2510411,San Raffaele Scientific Institute,SSM_0140_14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510411/ERR2510411_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510411/ERR2510411_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510365,San Raffaele Scientific Institute,RLH_0251-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510365/ERR2510365_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510365/ERR2510365_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,S,R,R,Italy
ERR2510389,San Raffaele Scientific Institute,JHL_0044-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510389/ERR2510389_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510389/ERR2510389_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Italy
ERR2510412,San Raffaele Scientific Institute,RLH_0266-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510412/ERR2510412_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510412/ERR2510412_2.fastq.gz",S,S,R,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510430,San Raffaele Scientific Institute,RLH_0278-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510430/ERR2510430_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510430/ERR2510430_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,Italy
ERR2510416,San Raffaele Scientific Institute,SZH_0013-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510416/ERR2510416_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510416/ERR2510416_2.fastq.gz",NA,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510441,San Raffaele Scientific Institute,SGD_0038-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510441/ERR2510441_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510441/ERR2510441_2.fastq.gz",S,S,NA,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510446,San Raffaele Scientific Institute,MHL_0174-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510446/ERR2510446_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510446/ERR2510446_2.fastq.gz",S,S,R,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510461,San Raffaele Scientific Institute,BVH_0016-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510461/ERR2510461_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510461/ERR2510461_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,S,R,R,Italy
