sequence_id,institute_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4796533,Foundation for Medical Research India,188,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796533/ERR4796533_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796533/ERR4796533_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,India
ERR4796564,Foundation for Medical Research India,210,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796564/ERR4796564_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796564/ERR4796564_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796560,Foundation for Medical Research India,243,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796560/ERR4796560_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796560/ERR4796560_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,India
ERR4796573,Foundation for Medical Research India,242,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796573/ERR4796573_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796573/ERR4796573_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796449,Foundation for Medical Research India,239,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796449/ERR4796449_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796449/ERR4796449_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796546,Foundation for Medical Research India,376,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796546/ERR4796546_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796546/ERR4796546_2.fastq.gz",S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,India
ERR4796558,Foundation for Medical Research India,313,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796558/ERR4796558_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796558/ERR4796558_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796600,Foundation for Medical Research India,422,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796600/ERR4796600_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796600/ERR4796600_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796576,Foundation for Medical Research India,428,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796576/ERR4796576_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796576/ERR4796576_2.fastq.gz",S,S,S,S,R,NA,R,S,R,S,R,R,R,India
ERR4796572,Foundation for Medical Research India,593,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796572/ERR4796572_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796572/ERR4796572_2.fastq.gz",R,NA,S,S,R,S,R,R,R,S,R,R,R,India
ERR4796557,Foundation for Medical Research India,512,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796557/ERR4796557_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796557/ERR4796557_2.fastq.gz",S,S,S,S,R,S,R,NA,S,S,S,R,R,India
ERR4796580,Foundation for Medical Research India,514,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796580/ERR4796580_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796580/ERR4796580_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796544,Foundation for Medical Research India,402,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796544/ERR4796544_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796544/ERR4796544_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,India
ERR4796569,Foundation for Medical Research India,401,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796569/ERR4796569_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796569/ERR4796569_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796554,Foundation for Medical Research India,484,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796554/ERR4796554_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796554/ERR4796554_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796531,Foundation for Medical Research India,296,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796531/ERR4796531_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796531/ERR4796531_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796552,Foundation for Medical Research India,329,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796552/ERR4796552_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796552/ERR4796552_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796574,Foundation for Medical Research India,383,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796574/ERR4796574_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796574/ERR4796574_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796567,Foundation for Medical Research India,228,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796567/ERR4796567_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796567/ERR4796567_2.fastq.gz",S,S,S,S,S,I,S,S,S,S,S,S,S,India
ERR4796594,Foundation for Medical Research India,281,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796594/ERR4796594_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796594/ERR4796594_2.fastq.gz",S,S,S,S,R,R,R,R,R,S,S,R,R,India
ERR4796565,Foundation for Medical Research India,315,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796565/ERR4796565_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796565/ERR4796565_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,India
ERR4796597,Foundation for Medical Research India,319,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796597/ERR4796597_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796597/ERR4796597_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796545,Foundation for Medical Research India,335,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796545/ERR4796545_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796545/ERR4796545_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,India
ERR4796581,Foundation for Medical Research India,234,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796581/ERR4796581_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796581/ERR4796581_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,R,R,India
ERR4796521,Foundation for Medical Research India,250,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796521/ERR4796521_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796521/ERR4796521_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,India
ERR4796596,Foundation for Medical Research India,447,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796596/ERR4796596_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796596/ERR4796596_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,India
ERR4796548,Foundation for Medical Research India,293,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796548/ERR4796548_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796548/ERR4796548_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,India
ERR4796587,Foundation for Medical Research India,203,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796587/ERR4796587_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796587/ERR4796587_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796563,Foundation for Medical Research India,216,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796563/ERR4796563_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796563/ERR4796563_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796568,Foundation for Medical Research India,332,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796568/ERR4796568_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796568/ERR4796568_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796586,Foundation for Medical Research India,214,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796586/ERR4796586_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796586/ERR4796586_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,India
ERR4796590,Foundation for Medical Research India,251,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796590/ERR4796590_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796590/ERR4796590_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,S,R,R,India
ERR4796607,Foundation for Medical Research India,487,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796607/ERR4796607_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796607/ERR4796607_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,India
ERR4796608,Foundation for Medical Research India,305,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796608/ERR4796608_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796608/ERR4796608_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,India
ERR4796538,Foundation for Medical Research India,241,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796538/ERR4796538_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796538/ERR4796538_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,India
ERR4796609,Foundation for Medical Research India,361,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796609/ERR4796609_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796609/ERR4796609_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,India
ERR4796592,Foundation for Medical Research India,205,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796592/ERR4796592_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796592/ERR4796592_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796582,Foundation for Medical Research India,247,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796582/ERR4796582_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796582/ERR4796582_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796585,Foundation for Medical Research India,235,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796585/ERR4796585_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796585/ERR4796585_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,India
ERR4796601,Foundation for Medical Research India,299,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796601/ERR4796601_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796601/ERR4796601_2.fastq.gz",S,S,S,S,R,R,R,NA,R,S,R,R,R,India
ERR4796575,Foundation for Medical Research India,236,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796575/ERR4796575_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796575/ERR4796575_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,India
ERR4796588,Foundation for Medical Research India,300,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796588/ERR4796588_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796588/ERR4796588_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,India
ERR4796540,Foundation for Medical Research India,219,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796540/ERR4796540_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796540/ERR4796540_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796549,Foundation for Medical Research India,196,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796549/ERR4796549_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796549/ERR4796549_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,S,S,India
ERR4796513,Foundation for Medical Research India,183,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796513/ERR4796513_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796513/ERR4796513_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,India
ERR4796520,Foundation for Medical Research India,144,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796520/ERR4796520_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796520/ERR4796520_2.fastq.gz",S,S,S,S,S,S,S,S,NA,S,NA,S,S,India
ERR4796526,Foundation for Medical Research India,169,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796526/ERR4796526_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796526/ERR4796526_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,R,S,S,India
ERR4796637,Foundation for Medical Research India,427,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796637/ERR4796637_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796637/ERR4796637_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796624,Foundation for Medical Research India,325,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796624/ERR4796624_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796624/ERR4796624_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,India
ERR4796598,Foundation for Medical Research India,368,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796598/ERR4796598_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796598/ERR4796598_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796515,Foundation for Medical Research India,240,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796515/ERR4796515_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796515/ERR4796515_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796611,Foundation for Medical Research India,497,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796611/ERR4796611_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796611/ERR4796611_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796589,Foundation for Medical Research India,288,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796589/ERR4796589_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796589/ERR4796589_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796627,Foundation for Medical Research India,474,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796627/ERR4796627_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796627/ERR4796627_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,India
ERR4796613,Foundation for Medical Research India,509,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796613/ERR4796613_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796613/ERR4796613_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796593,Foundation for Medical Research India,508,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796593/ERR4796593_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796593/ERR4796593_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796603,Foundation for Medical Research India,369,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796603/ERR4796603_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796603/ERR4796603_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796605,Foundation for Medical Research India,666,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796605/ERR4796605_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796605/ERR4796605_2.fastq.gz",S,S,S,S,R,NA,R,S,S,S,S,R,R,India
ERR4796619,Foundation for Medical Research India,431,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796619/ERR4796619_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796619/ERR4796619_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796616,Foundation for Medical Research India,425,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796616/ERR4796616_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796616/ERR4796616_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796625,Foundation for Medical Research India,711,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796625/ERR4796625_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796625/ERR4796625_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,S,S,India
ERR4796659,Foundation for Medical Research India,478,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796659/ERR4796659_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796659/ERR4796659_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,India
ERR4796618,Foundation for Medical Research India,307,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796618/ERR4796618_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796618/ERR4796618_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,India
ERR4796610,Foundation for Medical Research India,364,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796610/ERR4796610_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796610/ERR4796610_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796632,Foundation for Medical Research India,437,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796632/ERR4796632_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796632/ERR4796632_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796653,Foundation for Medical Research India,373,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796653/ERR4796653_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796653/ERR4796653_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796529,Foundation for Medical Research India,207,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796529/ERR4796529_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796529/ERR4796529_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,India
ERR4796612,Foundation for Medical Research India,312,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796612/ERR4796612_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796612/ERR4796612_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,India
ERR4796630,Foundation for Medical Research India,316,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796630/ERR4796630_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796630/ERR4796630_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796631,Foundation for Medical Research India,320,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796631/ERR4796631_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796631/ERR4796631_2.fastq.gz",S,NA,S,R,S,S,S,S,S,S,S,S,S,India
ERR4796677,Foundation for Medical Research India,581,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796677/ERR4796677_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796677/ERR4796677_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,India
ERR4796599,Foundation for Medical Research India,245,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796599/ERR4796599_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796599/ERR4796599_2.fastq.gz",S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,NA,India
ERR4796643,Foundation for Medical Research India,665,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796643/ERR4796643_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4796643/ERR4796643_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796664,Foundation for Medical Research India,353,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796664/ERR4796664_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796664/ERR4796664_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796654,Foundation for Medical Research India,584,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796654/ERR4796654_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4796654/ERR4796654_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,India
ERR4796672,Foundation for Medical Research India,611,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796672/ERR4796672_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796672/ERR4796672_2.fastq.gz",S,NA,S,S,I,R,R,S,R,S,R,R,R,India
ERR4796640,Foundation for Medical Research India,365,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796640/ERR4796640_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4796640/ERR4796640_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796678,Foundation for Medical Research India,610,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796678/ERR4796678_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796678/ERR4796678_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796671,Foundation for Medical Research India,656,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796671/ERR4796671_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796671/ERR4796671_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
ERR4796635,Foundation for Medical Research India,350,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796635/ERR4796635_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796635/ERR4796635_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,India
ERR4796622,Foundation for Medical Research India,670,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796622/ERR4796622_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4796622/ERR4796622_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,India
ERR4796666,Foundation for Medical Research India,410,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796666/ERR4796666_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796666/ERR4796666_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,India
