sequence_id,country_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4809106,South Africa,RD00093870,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809106/ERR4809106_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809106/ERR4809106_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CTB/NICD
ERR4809096,South Africa,RD00159371,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809096/ERR4809096_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809096/ERR4809096_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CTB/NICD
ERR4809129,South Africa,YA00032765,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809129/ERR4809129_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809129/ERR4809129_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809138,South Africa,YA00031653,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809138/ERR4809138_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809138/ERR4809138_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809124,South Africa,TRL0043743,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809124/ERR4809124_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809124/ERR4809124_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,CTB/NICD
ERR4809153,South Africa,YA00028138,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809153/ERR4809153_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809153/ERR4809153_2.fastq.gz",S,S,R,S,S,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809152,South Africa,TRL0019243,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809152/ERR4809152_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809152/ERR4809152_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809151,South Africa,RJ00237580,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809151/ERR4809151_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809151/ERR4809151_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,CTB/NICD
ERR4809132,South Africa,YA00031660,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809132/ERR4809132_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809132/ERR4809132_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809133,South Africa,YA00030717,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809133/ERR4809133_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809133/ERR4809133_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809100,South Africa,TRL0018771,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809100/ERR4809100_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809100/ERR4809100_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,CTB/NICD
ERR4809149,South Africa,PS00219381,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809149/ERR4809149_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809149/ERR4809149_2.fastq.gz",S,S,S,S,S,I,R,R,S,NA,S,S,S,CTB/NICD
ERR4809135,South Africa,YA00033039,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809135/ERR4809135_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809135/ERR4809135_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809130,South Africa,YA00034483,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809130/ERR4809130_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809130/ERR4809130_2.fastq.gz",S,S,S,S,S,S,S,NA,S,S,S,S,S,CTB/NICD
ERR4809157,South Africa,YA00034061,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809157/ERR4809157_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809157/ERR4809157_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809142,South Africa,YA00036415,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809142/ERR4809142_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809142/ERR4809142_2.fastq.gz",S,S,S,S,S,I,R,NA,S,S,S,S,S,CTB/NICD
ERR4809154,South Africa,YA00028538,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809154/ERR4809154_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809154/ERR4809154_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,R,S,S,CTB/NICD
ERR4809117,South Africa,PK00679063,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809117/ERR4809117_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809117/ERR4809117_2.fastq.gz",S,S,S,S,S,NA,R,S,S,S,S,R,S,CTB/NICD
ERR4809143,South Africa,YA00029571,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809143/ERR4809143_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809143/ERR4809143_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809127,South Africa,YA00032764,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809127/ERR4809127_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809127/ERR4809127_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,CTB/NICD
ERR4809160,South Africa,RJ00214232,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809160/ERR4809160_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809160/ERR4809160_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809112,South Africa,PJ00172522,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809112/ERR4809112_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809112/ERR4809112_2.fastq.gz",S,S,S,S,S,NA,R,S,S,S,S,S,S,CTB/NICD
ERR4809121,South Africa,TRL0101973,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809121/ERR4809121_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809121/ERR4809121_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CTB/NICD
ERR4809166,South Africa,YA00008918,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809166/ERR4809166_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809166/ERR4809166_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,CTB/NICD
ERR4809090,South Africa,QB00083412,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809090/ERR4809090_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809090/ERR4809090_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809176,South Africa,YA00012445,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809176/ERR4809176_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809176/ERR4809176_2.fastq.gz",S,S,S,S,S,S,S,R,S,S,S,R,S,CTB/NICD
ERR4809156,South Africa,YA00032711,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809156/ERR4809156_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809156/ERR4809156_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809140,South Africa,YA00027670,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809140/ERR4809140_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809140/ERR4809140_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809167,South Africa,YA00009391,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809167/ERR4809167_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809167/ERR4809167_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809155,South Africa,YA00034164,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809155/ERR4809155_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809155/ERR4809155_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,NA,R,S,CTB/NICD
ERR4809159,South Africa,BC01255838,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809159/ERR4809159_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809159/ERR4809159_2.fastq.gz",R,S,NA,S,I,S,R,R,R,S,R,R,R,CTB/NICD
ERR4809177,South Africa,YA00013544,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809177/ERR4809177_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809177/ERR4809177_2.fastq.gz",R,S,R,S,R,R,R,R,R,S,R,R,R,CTB/NICD
ERR4809182,South Africa,YA00014041,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809182/ERR4809182_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809182/ERR4809182_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809174,South Africa,YA00011212,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809174/ERR4809174_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809174/ERR4809174_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809168,South Africa,YA00010401,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809168/ERR4809168_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809168/ERR4809168_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809190,South Africa,YA00015293,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809190/ERR4809190_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809190/ERR4809190_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,NA,CTB/NICD
ERR4809171,South Africa,YA00010996,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809171/ERR4809171_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809171/ERR4809171_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809163,South Africa,YA00053737,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809163/ERR4809163_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809163/ERR4809163_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,CTB/NICD
ERR4809170,South Africa,YA00010812,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809170/ERR4809170_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809170/ERR4809170_2.fastq.gz",S,S,S,NA,S,S,R,S,NA,S,S,R,R,CTB/NICD
ERR4809165,South Africa,YA00002425,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809165/ERR4809165_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809165/ERR4809165_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809172,South Africa,YA00011203,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809172/ERR4809172_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809172/ERR4809172_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809161,South Africa,TRL0045035,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809161/ERR4809161_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809161/ERR4809161_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809183,South Africa,YA00014051,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809183/ERR4809183_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809183/ERR4809183_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809179,South Africa,YA00013885,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809179/ERR4809179_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809179/ERR4809179_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809181,South Africa,YA00014035,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809181/ERR4809181_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809181/ERR4809181_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809200,South Africa,YA00019957,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809200/ERR4809200_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809200/ERR4809200_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809184,South Africa,YA00014253,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809184/ERR4809184_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809184/ERR4809184_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809186,South Africa,YA00014447,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809186/ERR4809186_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809186/ERR4809186_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809173,South Africa,YA00011207,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809173/ERR4809173_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809173/ERR4809173_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809192,South Africa,XD01171491,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809192/ERR4809192_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809192/ERR4809192_2.fastq.gz",R,NA,S,S,R,R,R,R,R,S,R,R,R,CTB/NICD
ERR4809191,South Africa,YA00015294,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809191/ERR4809191_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809191/ERR4809191_2.fastq.gz",S,S,S,S,I,S,R,R,S,S,S,R,R,CTB/NICD
ERR4809180,South Africa,YA00014029,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809180/ERR4809180_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809180/ERR4809180_2.fastq.gz",S,S,S,S,S,S,S,S,S,R,S,R,R,CTB/NICD
ERR4809199,South Africa,YA00019929,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809199/ERR4809199_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809199/ERR4809199_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809178,South Africa,YA00013557,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809178/ERR4809178_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809178/ERR4809178_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809207,South Africa,YA00020120,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809207/ERR4809207_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809207/ERR4809207_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809210,South Africa,YA00020851,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809210/ERR4809210_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809210/ERR4809210_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809206,South Africa,YA00020118,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809206/ERR4809206_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809206/ERR4809206_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,CTB/NICD
ERR4809197,South Africa,YA00018410,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809197/ERR4809197_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809197/ERR4809197_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809188,South Africa,YA00014451,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809188/ERR4809188_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809188/ERR4809188_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809208,South Africa,YA00020124,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809208/ERR4809208_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809208/ERR4809208_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809196,South Africa,YA00018409,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809196/ERR4809196_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809196/ERR4809196_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809187,South Africa,YA00014448,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809187/ERR4809187_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809187/ERR4809187_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,CTB/NICD
ERR4809195,South Africa,YA00018405,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809195/ERR4809195_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809195/ERR4809195_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,CTB/NICD
ERR4809205,South Africa,YA00020114,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809205/ERR4809205_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809205/ERR4809205_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809218,South Africa,YA00021501,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809218/ERR4809218_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809218/ERR4809218_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809233,South Africa,YA00024459,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809233/ERR4809233_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809233/ERR4809233_2.fastq.gz",S,NA,S,S,S,NA,S,S,S,S,S,R,R,CTB/NICD
ERR4809213,South Africa,YA00053745,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809213/ERR4809213_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809213/ERR4809213_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809189,South Africa,YA00014944,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809189/ERR4809189_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809189/ERR4809189_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809202,South Africa,YA00019962,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809202/ERR4809202_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809202/ERR4809202_2.fastq.gz",S,S,S,NA,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809203,South Africa,YA00019967,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809203/ERR4809203_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809203/ERR4809203_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809209,South Africa,YA00020533,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809209/ERR4809209_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809209/ERR4809209_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,CTB/NICD
ERR4809215,South Africa,YA00021498,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809215/ERR4809215_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809215/ERR4809215_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809222,South Africa,YA00021569,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809222/ERR4809222_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809222/ERR4809222_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809231,South Africa,YA00024457,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809231/ERR4809231_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809231/ERR4809231_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809221,South Africa,YA00021507,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809221/ERR4809221_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809221/ERR4809221_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809230,South Africa,YA00024166,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809230/ERR4809230_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809230/ERR4809230_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809238,South Africa,YA00025304,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809238/ERR4809238_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809238/ERR4809238_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809225,South Africa,YA00023156,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809225/ERR4809225_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809225/ERR4809225_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809204,South Africa,YA00020045,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809204/ERR4809204_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809204/ERR4809204_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,CTB/NICD
ERR4809237,South Africa,YA00025181,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809237/ERR4809237_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809237/ERR4809237_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809216,South Africa,YA00021499,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809216/ERR4809216_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809216/ERR4809216_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
