sequence_id,country_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4809223,South Africa,YA00021571,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809223/ERR4809223_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809223/ERR4809223_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809226,South Africa,YA00023171,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809226/ERR4809226_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809226/ERR4809226_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809211,South Africa,YA00020901,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809211/ERR4809211_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809211/ERR4809211_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,S,CTB/NICD
ERR4809201,South Africa,YA00019959,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809201/ERR4809201_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809201/ERR4809201_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809236,South Africa,YA00025179,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809236/ERR4809236_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809236/ERR4809236_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809212,South Africa,YA00020912,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809212/ERR4809212_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809212/ERR4809212_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809214,South Africa,YA00021490,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809214/ERR4809214_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809214/ERR4809214_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809227,South Africa,YA00023535,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809227/ERR4809227_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809227/ERR4809227_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809229,South Africa,YA00024163,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809229/ERR4809229_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809229/ERR4809229_2.fastq.gz",NA,S,NA,NA,I,S,R,S,NA,NA,NA,R,R,CTB/NICD
ERR4809217,South Africa,YA00021500,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809217/ERR4809217_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809217/ERR4809217_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809219,South Africa,YA00021503,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809219/ERR4809219_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809219/ERR4809219_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809235,South Africa,YA00025177,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809235/ERR4809235_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809235/ERR4809235_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809239,South Africa,YA00026181,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809239/ERR4809239_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809239/ERR4809239_2.fastq.gz",S,S,S,S,S,I,S,S,S,S,S,R,R,CTB/NICD
ERR4809234,South Africa,YA00024464,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809234/ERR4809234_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809234/ERR4809234_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809224,South Africa,YA00022353,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809224/ERR4809224_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809224/ERR4809224_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,CTB/NICD
ERR4809228,South Africa,YA00023538,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809228/ERR4809228_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809228/ERR4809228_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809242,South Africa,YA00026187,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809242/ERR4809242_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809242/ERR4809242_2.fastq.gz",S,S,NA,S,I,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809327,South Africa,YA00039132,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809327/ERR4809327_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809327/ERR4809327_2.fastq.gz",S,S,NA,S,I,S,R,S,S,S,S,S,S,CTB/NICD
ERR4809251,South Africa,YA00027773,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809251/ERR4809251_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809251/ERR4809251_2.fastq.gz",R,S,NA,S,S,S,S,R,S,S,S,S,S,CTB/NICD
ERR4809326,South Africa,YA00039131,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809326/ERR4809326_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809326/ERR4809326_2.fastq.gz",R,S,S,S,R,NA,R,R,R,S,R,R,R,CTB/NICD
ERR4809263,South Africa,YA00028712,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809263/ERR4809263_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809263/ERR4809263_2.fastq.gz",S,S,S,S,S,NA,R,S,S,S,S,R,R,CTB/NICD
ERR4809255,South Africa,YA00027786,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809255/ERR4809255_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809255/ERR4809255_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809281,South Africa,YA00031672,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809281/ERR4809281_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809281/ERR4809281_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,S,R,R,CTB/NICD
ERR4809314,South Africa,YA00038622,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809314/ERR4809314_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809314/ERR4809314_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809324,South Africa,YA00038947,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809324/ERR4809324_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809324/ERR4809324_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809315,South Africa,YA00038757,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809315/ERR4809315_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809315/ERR4809315_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809260,South Africa,YA00028555,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809260/ERR4809260_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809260/ERR4809260_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,CTB/NICD
ERR4809269,South Africa,YA00029567,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809269/ERR4809269_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809269/ERR4809269_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,S,R,R,CTB/NICD
ERR4809270,South Africa,YA00029870,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809270/ERR4809270_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809270/ERR4809270_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809254,South Africa,YA00027783,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809254/ERR4809254_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809254/ERR4809254_2.fastq.gz",S,S,S,S,I,R,R,R,S,S,S,R,S,CTB/NICD
ERR4809284,South Africa,YA00032102,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809284/ERR4809284_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809284/ERR4809284_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809339,South Africa,YA00045360,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809339/ERR4809339_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809339/ERR4809339_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809267,South Africa,YA00029135,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809267/ERR4809267_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809267/ERR4809267_2.fastq.gz",S,S,S,NA,I,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809332,South Africa,YA00040389,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809332/ERR4809332_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809332/ERR4809332_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809256,South Africa,YA00027792,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809256/ERR4809256_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809256/ERR4809256_2.fastq.gz",R,S,S,S,S,S,S,R,S,S,S,S,S,CTB/NICD
ERR4809312,South Africa,YA00038272,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809312/ERR4809312_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809312/ERR4809312_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809279,South Africa,YA00031659,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809279/ERR4809279_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809279/ERR4809279_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809293,South Africa,YA00033558,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809293/ERR4809293_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809293/ERR4809293_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809292,South Africa,YA00033556,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809292/ERR4809292_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809292/ERR4809292_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809250,South Africa,YA00027702,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809250/ERR4809250_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809250/ERR4809250_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,CTB/NICD
ERR4809286,South Africa,YA00032761,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809286/ERR4809286_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809286/ERR4809286_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809328,South Africa,YA00040367,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809328/ERR4809328_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809328/ERR4809328_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809257,South Africa,YA00027815,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809257/ERR4809257_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809257/ERR4809257_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809264,South Africa,YA00028912,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809264/ERR4809264_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809264/ERR4809264_2.fastq.gz",S,S,S,S,S,NA,R,S,S,S,S,R,R,CTB/NICD
ERR4809278,South Africa,YA00030709,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809278/ERR4809278_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809278/ERR4809278_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809259,South Africa,YA00028553,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809259/ERR4809259_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809259/ERR4809259_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,CTB/NICD
ERR4809247,South Africa,YA00027202,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809247/ERR4809247_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809247/ERR4809247_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809313,South Africa,YA00038292,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809313/ERR4809313_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809313/ERR4809313_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,CTB/NICD
ERR4809295,South Africa,YA00034481,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809295/ERR4809295_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809295/ERR4809295_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809331,South Africa,YA00040384,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809331/ERR4809331_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809331/ERR4809331_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809271,South Africa,YA00029971,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809271/ERR4809271_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809271/ERR4809271_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,CTB/NICD
ERR4809287,South Africa,YA00032762,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809287/ERR4809287_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809287/ERR4809287_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,S,CTB/NICD
ERR4809283,South Africa,YA00032100,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809283/ERR4809283_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809283/ERR4809283_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,CTB/NICD
ERR4809338,South Africa,YA00044790,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809338/ERR4809338_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809338/ERR4809338_2.fastq.gz",S,S,NA,S,S,S,S,NA,S,S,S,R,R,CTB/NICD
ERR4809308,South Africa,YA00036398,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809308/ERR4809308_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809308/ERR4809308_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809320,South Africa,YA00038881,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809320/ERR4809320_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809320/ERR4809320_2.fastq.gz",R,S,R,S,I,R,R,R,R,R,R,R,R,CTB/NICD
ERR4809300,South Africa,YA00034494,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809300/ERR4809300_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4809300/ERR4809300_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809265,South Africa,YA00028915,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809265/ERR4809265_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809265/ERR4809265_2.fastq.gz",S,S,S,S,R,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809253,South Africa,YA00027779,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809253/ERR4809253_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809253/ERR4809253_2.fastq.gz",S,NA,S,S,R,S,R,NA,S,S,S,R,R,CTB/NICD
ERR4809277,South Africa,YA00030706,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809277/ERR4809277_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809277/ERR4809277_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809334,South Africa,YA00042236,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809334/ERR4809334_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809334/ERR4809334_2.fastq.gz",S,S,S,S,S,I,R,S,NA,S,S,R,R,CTB/NICD
ERR4809337,South Africa,YA00044242,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809337/ERR4809337_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809337/ERR4809337_2.fastq.gz",R,S,R,S,R,I,R,R,S,S,S,R,R,CTB/NICD
ERR4809243,South Africa,YA00026333,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809243/ERR4809243_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809243/ERR4809243_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809282,South Africa,YA00031693,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809282/ERR4809282_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809282/ERR4809282_2.fastq.gz",R,S,R,S,I,S,R,R,R,S,R,R,R,CTB/NICD
ERR4809336,South Africa,YA00043374,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809336/ERR4809336_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809336/ERR4809336_2.fastq.gz",S,S,NA,S,S,NA,S,S,S,S,S,R,R,CTB/NICD
ERR4809291,South Africa,YA00033475,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809291/ERR4809291_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809291/ERR4809291_2.fastq.gz",NA,S,S,S,S,S,S,S,S,S,S,R,S,CTB/NICD
ERR4809307,South Africa,YA00036394,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809307/ERR4809307_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809307/ERR4809307_2.fastq.gz",S,S,S,S,S,S,R,NA,S,S,S,S,S,CTB/NICD
ERR4809268,South Africa,YA00029563,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809268/ERR4809268_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4809268/ERR4809268_2.fastq.gz",S,S,R,S,S,S,S,S,S,R,S,R,R,CTB/NICD
ERR4809246,South Africa,YA00010807,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809246/ERR4809246_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809246/ERR4809246_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809305,South Africa,YA00036116,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809305/ERR4809305_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809305/ERR4809305_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,CTB/NICD
ERR4809309,South Africa,YA00036406,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809309/ERR4809309_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809309/ERR4809309_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809325,South Africa,YA00038953,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809325/ERR4809325_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809325/ERR4809325_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809252,South Africa,YA00027777,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809252/ERR4809252_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4809252/ERR4809252_2.fastq.gz",R,S,NA,S,R,R,R,R,R,S,S,R,R,CTB/NICD
ERR4809311,South Africa,YA00037909,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809311/ERR4809311_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809311/ERR4809311_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,R,CTB/NICD
ERR4809275,South Africa,YA00030702,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809275/ERR4809275_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809275/ERR4809275_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
ERR4809296,South Africa,YA00034484,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809296/ERR4809296_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4809296/ERR4809296_2.fastq.gz",S,S,S,S,S,S,S,R,S,S,S,R,R,CTB/NICD
ERR4809335,South Africa,YA00043356,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809335/ERR4809335_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4809335/ERR4809335_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,R,R,CTB/NICD
ERR4809249,South Africa,YA00027666,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809249/ERR4809249_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809249/ERR4809249_2.fastq.gz",S,NA,S,NA,S,NA,S,S,S,S,S,S,S,CTB/NICD
ERR4809297,South Africa,YA00034486,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809297/ERR4809297_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809297/ERR4809297_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,CTB/NICD
ERR4809261,South Africa,YA00028558,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809261/ERR4809261_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4809261/ERR4809261_2.fastq.gz",S,S,S,S,S,S,R,R,S,S,S,R,R,CTB/NICD
ERR4809244,South Africa,YA00027188,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809244/ERR4809244_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809244/ERR4809244_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CTB/NICD
